CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,requestLatency,triggers
33de2658-a253-456b-98d6-371f415a5bf7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,25,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 3210, 'triggers': ['Complaints']}",670a3bfa8529bdd288932e67,2024-10-12 12:06:02.690,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,3210,['Complaints']
0818627e-5842-47c8-9453-7b56c7092bff,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1166, 'triggers': ['Pharmacy']}",670a4fc714519701d6134165,2024-10-12 13:30:31.694,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1166,['Pharmacy']
b4fe5d55-f8f2-4a72-ac4b-cf7980135f9e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2967, 'triggers': ['laboratory']}",670aa82714519701d616a9d9,2024-10-12 19:47:35.772,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2967,['laboratory']
3ac6e972-ac94-4f8c-8062-e91ad86fa2b8,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 135, 'triggers': ['Pay bill']}",670aab408529bdd288971fa5,2024-10-12 20:00:48.111,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,135,['Pay bill']
637e69ca-97d3-42e4-a64a-7b648122c0fb,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1475, 'triggers': ['Telemedicine']}",670aacef8529bdd288973430,2024-10-12 20:07:59.233,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1475,['Telemedicine']
54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,64,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2024, 'triggers': ['Social work']}",670a97f714519701d615d587,2024-10-12 18:38:31.336,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2024,['Social work']
0c00fc46-a0de-4e48-9a2a-5177b1f8e35d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,67,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 469, 'triggers': ['email']}",670a7db38529bdd28894db3e,2024-10-12 16:46:27.594,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,469,['email']
a24d06f1-5091-435a-97c3-8763e50f91df,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1395, 'triggers': ['email']}",670abbf18529bdd28897e9c3,2024-10-12 21:12:01.298,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1395,['email']
03da7423-3d8a-499a-ace2-1f6930a69d7b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 133, 'triggers': ['Pay bill']}",670aa6078529bdd28896df42,2024-10-12 19:38:31.320,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,133,['Pay bill']
7ce2c51f-61f3-4423-8003-d58b242222d0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 460, 'triggers': ['Pay bill']}",670a54ad14519701d613566b,2024-10-12 13:51:25.963,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,460,['Pay bill']
e65e4eed-f0c8-47f5-89ad-cec590ec4cdf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,44,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 136, 'triggers': ['Pay bill']}",670a860f14519701d614f703,2024-10-12 17:22:07.385,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,136,['Pay bill']
8efdcb63-d649-4e52-b32c-74884258169b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 270, 'triggers': ['Pay bill']}",670aa56114519701d61687d5,2024-10-12 19:35:45.258,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,270,['Pay bill']
df516c4c-0ac4-48fa-9e80-8858a49896cd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2255, 'triggers': ['Visitor Policy']}",670a0cd814519701d6124a88,2024-10-12 08:44:56.267,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2255,['Visitor Policy']
88d7feef-e4cf-4f93-a819-67e74e7ff58c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 155, 'triggers': ['Pay bill']}",670ab68814519701d617539b,2024-10-12 20:48:56.500,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,155,['Pay bill']
c5121f08-ca43-48f3-a285-2265da8c3cc3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 549, 'triggers': ['COVID-19 Vaccine']}",670adb6c8529bdd288994bdb,2024-10-12 23:26:20.104,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,549,['COVID-19 Vaccine']
2a6b5a8a-d9a9-4c1c-a75d-3af6830a35b6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,25,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 3310, 'triggers': ['email']}",670a65bc14519701d613c056,2024-10-12 15:04:12.946,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,3310,['email']
89a6df6c-45d6-4564-951a-6312c6a11d4d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,206,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2107, 'triggers': ['Address & Hours']}",6709ebe314519701d6117db7,2024-10-12 06:24:19.572,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2107,['Address & Hours']
89a6df6c-45d6-4564-951a-6312c6a11d4d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,239,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1783, 'triggers': ['Address & Hours']}",6709ec2114519701d6117fc5,2024-10-12 06:25:21.959,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1783,['Address & Hours']
4ac654c2-8cf3-4b5c-b3ac-27b7ccef7bda,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1219, 'triggers': ['Weight loss']}",670a99f88529bdd288963c53,2024-10-12 18:47:04.203,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1219,['Weight loss']
b2f36e5c-dcb5-46bf-90e8-5fda039aa4d3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 514, 'triggers': ['Pay bill']}",670e8221c6d56ea4415c7a07,2024-10-15 17:54:25.906,CANNED_RESPONSE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,514,['Pay bill']
b2f36e5c-dcb5-46bf-90e8-5fda039aa4d3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 411, 'triggers': ['insurance plan']}",670e8233c6d56ea4415c7b40,2024-10-15 17:54:43.157,CANNED_RESPONSE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,411,['insurance plan']
0f59f08a-90ad-4106-a90e-4a95fbe9a62d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 2598, 'triggers': ['email']}",670e9ce7f9334728e3fb9faa,2024-10-15 19:48:39.624,CANNED_RESPONSE,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,2598,['email']
4ba9e859-7354-41b2-96a4-5544ec6bb99a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'nluEngineVersion': '4609cb093feb4b81e1200cab7c7c85c9232cd322 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 1800, 'triggers': ['Imaging']}",670ee728f9334728e3ffcf85,2024-10-16 01:05:28.406,CANNED_RESPONSE,4609cb093feb4b81e1200cab7c7c85c9232cd322 urmc-d7b76ab58052fc65932cbb27caa4ced2,1800,['Imaging']
8e2ebbe4-af0c-4034-b63f-7e087137ab92,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'nluEngineVersion': '5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b', 'requestLatency': 517, 'triggers': ['COVID-19 Vaccine']}",670c095d14519701d621cb8e,2024-10-13 20:54:37.786,CANNED_RESPONSE,5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b,517,['COVID-19 Vaccine']
f6ff31d6-8069-4c4e-91ad-873e31b5a63a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7b5e12e95d40d26d08654ba4a4e3be9b', 'requestLatency': 1289, 'triggers': ['Career']}",670b16f28529bdd2889b955d,2024-10-13 03:40:18.585,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7b5e12e95d40d26d08654ba4a4e3be9b,1289,['Career']
f6ff31d6-8069-4c4e-91ad-873e31b5a63a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,45,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7b5e12e95d40d26d08654ba4a4e3be9b', 'requestLatency': 1515, 'triggers': ['Career']}",670b17088529bdd2889b964d,2024-10-13 03:40:40.421,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7b5e12e95d40d26d08654ba4a4e3be9b,1515,['Career']
6c53d16f-e6b8-4ada-8f8a-a96a46d30979,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b', 'requestLatency': 952, 'triggers': ['Career']}",670c2cb68529bdd288a3e78d,2024-10-13 23:25:26.525,CANNED_RESPONSE,5ff2a535c437f358ae08352f1950b76d55dd51f2 urmc-7b5e12e95d40d26d08654ba4a4e3be9b,952,['Career']
5f919062-3a14-4b96-9254-14b6cc4c22dc,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,25,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 4403, 'triggers': ['Strong Memorial']}",670ab55e14519701d617462f,2024-10-12 20:43:58.314,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,4403,['Strong Memorial']
5f919062-3a14-4b96-9254-14b6cc4c22dc,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,39,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2576, 'triggers': ['Visitor Policy']}",670ab5bd14519701d6174a9f,2024-10-12 20:45:33.767,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2576,['Visitor Policy']
480972c7-4427-4edf-9889-f3e4b6a0a5a9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1528, 'triggers': ['Gift shop']}",670aaadb8529bdd288971b07,2024-10-12 19:59:07.566,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1528,['Gift shop']
d54ae284-6080-434a-a44d-74ba32c5778b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2146, 'triggers': ['Telemedicine']}",670aad2d14519701d616e3fa,2024-10-12 20:09:01.230,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2146,['Telemedicine']
115450f0-61fd-4a7f-a242-bb85eafbf878,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1804, 'triggers': ['email']}",670a644a8529bdd28893f257,2024-10-12 14:58:02.761,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1804,['email']
4dc40391-8132-4fdd-88ab-c5eabec73173,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 552, 'triggers': ['Pay bill']}",670acf348529bdd28898c2cb,2024-10-12 22:34:12.513,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,552,['Pay bill']
f6904aba-8ddc-43f1-9378-6cff4e6a9868,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,72,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 6832, 'triggers': ['Fax']}",670a56b18529bdd288939a34,2024-10-12 14:00:01.929,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,6832,['Fax']
470574e7-211e-4893-8150-22760f0ee24c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 785, 'triggers': ['insurance plan']}",6709db9d14519701d610f0d0,2024-10-12 05:14:53.758,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,785,['insurance plan']
4344bc93-211f-483e-b380-7b6a1604bf61,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 5515, 'triggers': ['laboratory']}",670aa59014519701d6168a4c,2024-10-12 19:36:32.854,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,5515,['laboratory']
f7dd148e-6a17-4f7b-9912-2f64049d8d3a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 720, 'triggers': ['email']}",670a96b28529bdd288960f12,2024-10-12 18:33:06.290,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,720,['email']
fea839b2-ffaa-4efc-8875-9aecd96163c3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 858, 'triggers': ['Pay bill']}",670a7de614519701d6149b12,2024-10-12 16:47:18.644,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,858,['Pay bill']
82de6533-cb4c-4bc1-a03c-bf80066d7642,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 368, 'triggers': ['COVID-19 Vaccine']}",670ac1d08529bdd288982cb2,2024-10-12 21:37:04.516,CANNED_RESPONSE,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,368,['COVID-19 Vaccine']
