ASSISTANT_ID,CONVERSATION_ID,EVENT_POSITION,bodyPart,condition,eventData,eventId,expertise,familyMember,gender,informationPage,interest,location,name,nluEngineVersion,professionalSuffix,requestLatency,salientTerm,specialty,subspecialty,symptom,timestamp,type,typeOfEvent
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5d142996-f984-4e9a-9594-87463e3c0303,29,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 761, 'specialty': 'family medicine', 'type': 'provider'}",670131a755f202ce262bd8da,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,,761,,family medicine,,,2024-10-05 15:31:35.895,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e3983175-2001-4274-8f7d-5786029e4c7c,35,,,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1201, 'specialty': 'neurology', 'subspecialty': 'neurology', 'type': 'provider'}",67008706ce37c37834b032b3,,,,,,,,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1201,,neurology,neurology,,2024-10-05 03:23:34.481,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ebb40686-988d-429b-8fda-020c2f9243c6,44,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 394, 'specialty': 'dermatology', 'type': 'provider'}",670b023c8529bdd2889acfdc,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,394,,dermatology,,,2024-10-13 02:11:56.757,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ebb40686-988d-429b-8fda-020c2f9243c6,56,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1290, 'specialty': 'dermatology', 'subspecialty': 'skin cancer treatment', 'type': 'provider'}",670b02708529bdd2889ad1ce,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1290,,dermatology,skin cancer treatment,,2024-10-13 02:12:48.329,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,76b5cc30-fcbd-4a6a-acf8-91afcb0d15ba,27,,,"{'expertise': 'minimally invasive spine surgery', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1856, 'type': 'provider'}",670aaf0e8529bdd288974ca7,minimally invasive spine surgery,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1856,,,,,2024-10-12 20:17:02.942,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,03668962-5978-4c99-9aa9-b459d786098e,61,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1333, 'specialty': 'neurology', 'subspecialty': 'neurology', 'type': 'provider'}",670af7e98529bdd2889a6c91,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1333,,neurology,neurology,,2024-10-13 01:27:53.005,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,da843cad-a132-413a-b8a1-a0051431d5ad,30,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 701, 'specialty': 'dentistry', 'type': 'provider'}",670a28008529bdd28892ebde,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,701,,dentistry,,,2024-10-12 10:40:48.798,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e7a2695b-370a-44f2-b1d9-be3c7347dfd6,44,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2571, 'specialty': 'family medicine', 'type': 'provider'}",670aca4d8529bdd288988d28,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,2571,,family medicine,,,2024-10-12 22:13:17.778,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e7a2695b-370a-44f2-b1d9-be3c7347dfd6,55,,,"{'location': '14420', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1063, 'specialty': 'family medicine', 'type': 'provider'}",670aca6a8529bdd288988e8c,,,,,,14420,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1063,,family medicine,,,2024-10-12 22:13:46.582,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d8c4a840-bbed-4f88-bb35-91cf62c82d29,26,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 838, 'specialty': 'family medicine', 'type': 'provider'}",670a992814519701d615e619,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,838,,family medicine,,,2024-10-12 18:43:36.313,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d8c4a840-bbed-4f88-bb35-91cf62c82d29,36,,,"{'location': '14619', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 926, 'specialty': 'family medicine', 'type': 'provider'}",670a995714519701d615e8f3,,,,,,14619,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,926,,family medicine,,,2024-10-12 18:44:23.656,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,31,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1639, 'salientTerm': 'psychiatry', 'specialty': 'psychiatry', 'type': 'provider'}",670a97c614519701d615d2cb,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1639,psychiatry,psychiatry,,,2024-10-12 18:37:42.738,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,43,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1891, 'salientTerm': 'psychiatry', 'specialty': 'psychiatry', 'type': 'provider'}",670a97d314519701d615d36d,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1891,psychiatry,psychiatry,,,2024-10-12 18:37:55.619,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,52,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1113, 'salientTerm': 'psychiatry', 'specialty': 'psychiatry', 'type': 'provider'}",670a97e214519701d615d464,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1113,psychiatry,psychiatry,,,2024-10-12 18:38:10.173,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,82,,,"{'name': 'sessions', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 4334, 'salientTerm': 'psychiatry', 'specialty': 'psychiatry', 'type': 'provider'}",670a982014519701d615d7a4,,,,,,,sessions,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,4334,psychiatry,psychiatry,,,2024-10-12 18:39:12.517,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,0c00fc46-a0de-4e48-9a2a-5177b1f8e35d,22,,,"{'name': 'ray', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1136, 'type': 'provider'}",670a7d568529bdd28894d761,,,,,,,ray,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1136,,,,,2024-10-12 16:44:54.011,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,0c00fc46-a0de-4e48-9a2a-5177b1f8e35d,32,,,"{'location': 'greece', 'name': 'ray', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1990, 'type': 'provider'}",670a7d858529bdd28894d93a,,,,,,greece,ray,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1990,,,,,2024-10-12 16:45:41.825,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,875a0a5c-7fb4-467a-98d2-6edf3b0d6c2b,39,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 472, 'specialty': 'dermatology', 'type': 'provider'}",670a83cc8529bdd28895224e,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,472,,dermatology,,,2024-10-12 17:12:28.777,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a81dd100-cab6-4ef9-9146-08e313c5c023,29,,,"{'name': 'fong', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2185, 'type': 'provider'}",6709bd1314519701d60f7f1f,,,,,,,fong,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,2185,,,,,2024-10-12 03:04:35.535,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a81dd100-cab6-4ef9-9146-08e313c5c023,37,,,"{'location': 'npi', 'name': 'fong', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1932, 'type': 'provider'}",6709bd2b14519701d60f8017,,,,,,npi,fong,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1932,,,,,2024-10-12 03:04:59.035,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a81dd100-cab6-4ef9-9146-08e313c5c023,47,,,"{'location': 'NPI', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 947, 'type': 'provider'}",6709bd3214519701d60f8080,,,,,,NPI,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,947,,,,,2024-10-12 03:05:06.020,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a81dd100-cab6-4ef9-9146-08e313c5c023,57,,,"{'location': 'NPI', 'name': 'Fong', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 965, 'type': 'provider'}",6709bd3d14519701d60f810d,,,,,,NPI,Fong,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,965,,,,,2024-10-12 03:05:17.240,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,793c94d3-e9a3-411e-a51b-38118140252d,25,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1670, 'specialty': 'dermatology', 'type': 'provider'}",670a61fb8529bdd28893e085,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1670,,dermatology,,,2024-10-12 14:48:11.486,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,793c94d3-e9a3-411e-a51b-38118140252d,36,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2956, 'specialty': 'dermatology', 'type': 'provider'}",670a62308529bdd28893e211,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,2956,,dermatology,,,2024-10-12 14:49:04.681,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,793c94d3-e9a3-411e-a51b-38118140252d,49,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2301, 'specialty': 'dermatology', 'type': 'provider'}",670a62438529bdd28893e2d2,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,2301,,dermatology,,,2024-10-12 14:49:23.687,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,85a608cc-ae8b-4112-860e-32627dfa5e5d,19,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 963, 'specialty': 'dentistry', 'type': 'provider'}",6709e7ad14519701d6115ce5,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,963,,dentistry,,,2024-10-12 06:06:21.896,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,85a608cc-ae8b-4112-860e-32627dfa5e5d,30,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 612, 'specialty': 'dentistry', 'type': 'provider'}",6709e7b514519701d6115d2a,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,612,,dentistry,,,2024-10-12 06:06:29.491,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a16cf801-7a94-4eca-9949-071b261c662f,33,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 566, 'specialty': 'family medicine', 'type': 'provider'}",670ab7d08529bdd28897b933,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,566,,family medicine,,,2024-10-12 20:54:24.273,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,75c89c68-715a-4a60-9f10-c5ea8ac619fc,27,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 487, 'specialty': 'family medicine', 'type': 'provider'}",670a88f614519701d61517f8,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,487,,family medicine,,,2024-10-12 17:34:30.728,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,7e44e31a-97b6-4cb6-9e98-8a820999c7a7,27,,,"{'name': 'Judith', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 3083, 'type': 'provider'}",670aa97114519701d616b932,,,,,,,Judith,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,3083,,,,,2024-10-12 19:53:05.236,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,89a6df6c-45d6-4564-951a-6312c6a11d4d,80,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 613, 'specialty': 'family medicine', 'type': 'provider'}",6709eabb14519701d6117503,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,613,,family medicine,,,2024-10-12 06:19:23.644,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,89a6df6c-45d6-4564-951a-6312c6a11d4d,125,,,"{'name': 'miles', 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 6335, 'specialty': 'family medicine', 'type': 'provider'}",6709eb3114519701d611784c,,,,,,,miles,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,6335,,family medicine,,,2024-10-12 06:21:21.317,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,89a6df6c-45d6-4564-951a-6312c6a11d4d,146,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 721, 'specialty': 'family medicine', 'type': 'provider'}",6709eb6d14519701d6117a3b,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,721,,family medicine,,,2024-10-12 06:22:21.557,provider,PROVIDER_MEDICAL_ATTRIBUTE
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,89a6df6c-45d6-4564-951a-6312c6a11d4d,213,,,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1676, 'specialty': 'family medicine', 'type': 'provider'}",6709ebf514519701d6117e61,,,,,,,,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,,1676,,family medicine,,,2024-10-12 06:24:37.680,provider,PROVIDER_MEDICAL_ATTRIBUTE
