CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,url
0c00fc46-a0de-4e48-9a2a-5177b1f8e35d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,69,{'url': 'https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web'},670a7dbd14519701d6149992,2024-10-12 16:46:37.937,URL_TAG_CLICK,https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web
a24d06f1-5091-435a-97c3-8763e50f91df,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web'},670abbf78529bdd28897ea19,2024-10-12 21:12:07.265,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web
7ce2c51f-61f3-4423-8003-d58b242222d0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},670a54b214519701d613568b,2024-10-12 13:51:30.211,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
df516c4c-0ac4-48fa-9e80-8858a49896cd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,{'url': 'https://www.urmc.rochester.edu/coronavirus/visitor-restrictions.aspx?utm_source=hyro_web'},670a0cdc14519701d6124ab1,2024-10-12 08:45:00.555,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/visitor-restrictions.aspx?utm_source=hyro_web
88d7feef-e4cf-4f93-a819-67e74e7ff58c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},670ab6a914519701d617553f,2024-10-12 20:49:29.583,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
c5121f08-ca43-48f3-a285-2265da8c3cc3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web'},670adb718529bdd288994c0c,2024-10-12 23:26:25.345,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web
4ac654c2-8cf3-4b5c-b3ac-27b7ccef7bda,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,38,{'url': 'https://www.urmc.rochester.edu/community-health/patient-care/lose-weight.aspx?utm_source=hyro_web'},670a99f98529bdd288963c77,2024-10-12 18:47:05.869,URL_TAG_CLICK,https://www.urmc.rochester.edu/community-health/patient-care/lose-weight.aspx?utm_source=hyro_web
b2f36e5c-dcb5-46bf-90e8-5fda039aa4d3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web'},670e824514519701d63ba66d,2024-10-15 17:55:01.122,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web
b2f36e5c-dcb5-46bf-90e8-5fda039aa4d3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,62,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},670e8255c6d56ea4415c7de1,2024-10-15 17:55:17.310,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
0f59f08a-90ad-4106-a90e-4a95fbe9a62d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,{'url': 'https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web'},670e9cebf9334728e3fb9fe8,2024-10-15 19:48:43.742,URL_TAG_CLICK,https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web
4ba9e859-7354-41b2-96a4-5544ec6bb99a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,{'url': 'https://www.urmc.rochester.edu/imaging/locations.aspx?utm_source=hyro_web'},670ee731f9334728e3ffcffc,2024-10-16 01:05:37.587,URL_TAG_CLICK,https://www.urmc.rochester.edu/imaging/locations.aspx?utm_source=hyro_web
8e2ebbe4-af0c-4034-b63f-7e087137ab92,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,{'url': 'https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web'},670c09608529bdd288a24953,2024-10-13 20:54:40.714,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web
6c53d16f-e6b8-4ada-8f8a-a96a46d30979,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/careers.aspx?utm_source=hyro_web'},670c2cb88529bdd288a3e7a6,2024-10-13 23:25:28.144,URL_TAG_CLICK,https://www.urmc.rochester.edu/careers.aspx?utm_source=hyro_web
480972c7-4427-4edf-9889-f3e4b6a0a5a9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/strong-memorial/services-amenities/gifts-flowers.aspx?utm_source=hyro_web'},670aaae08529bdd288971b58,2024-10-12 19:59:12.068,URL_TAG_CLICK,https://www.urmc.rochester.edu/strong-memorial/services-amenities/gifts-flowers.aspx?utm_source=hyro_web
d54ae284-6080-434a-a44d-74ba32c5778b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34,{'url': 'https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web'},670aad3314519701d616e44e,2024-10-12 20:09:07.668,URL_TAG_CLICK,https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web
4dc40391-8132-4fdd-88ab-c5eabec73173,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},670acf378529bdd28898c2f1,2024-10-12 22:34:15.722,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
470574e7-211e-4893-8150-22760f0ee24c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web'},6709dba314519701d610f112,2024-10-12 05:14:59.550,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web
f7dd148e-6a17-4f7b-9912-2f64049d8d3a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,{'url': 'https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web'},670a96b68529bdd288960f6d,2024-10-12 18:33:10.445,URL_TAG_CLICK,https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web
f7dd148e-6a17-4f7b-9912-2f64049d8d3a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,{'url': 'https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web'},670a96ba8529bdd288960f91,2024-10-12 18:33:14.194,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web
fea839b2-ffaa-4efc-8875-9aecd96163c3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,{'url': 'https://www.urmc.rochester.edu/pay-bill/contact-us.aspx?utm_source=hyro_web'},670a7dea14519701d6149b3d,2024-10-12 16:47:22.020,URL_TAG_CLICK,https://www.urmc.rochester.edu/pay-bill/contact-us.aspx?utm_source=hyro_web
fea839b2-ffaa-4efc-8875-9aecd96163c3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,{'url': 'https://www.urmc.rochester.edu/pay-bill/contact-us.aspx?utm_source=hyro_web'},670a7dfe8529bdd28894de37,2024-10-12 16:47:42.276,URL_TAG_CLICK,https://www.urmc.rochester.edu/pay-bill/contact-us.aspx?utm_source=hyro_web
9cd352a3-8c30-494e-903f-7c8a375e37ee,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,31,{'url': 'https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web'},670a98fc8529bdd288962deb,2024-10-12 18:42:52.904,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web
dde0ce90-7873-4601-9faa-40aed8e61c3f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,{'url': 'https://www.urmc.rochester.edu/pharmacy/pharmacies/strong-memorial-outpatient.aspx?utm_source=hyro_web'},670681197673c82f4272fd03,2024-10-09 16:11:53.816,URL_TAG_CLICK,https://www.urmc.rochester.edu/pharmacy/pharmacies/strong-memorial-outpatient.aspx?utm_source=hyro_web
2a71e547-c9fb-46e2-a87c-d479018cae49,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/family-medicine/global-health.aspx?utm_source=hyro_web'},670658d57673c82f427138e4,2024-10-09 13:20:05.168,URL_TAG_CLICK,https://www.urmc.rochester.edu/family-medicine/global-health.aspx?utm_source=hyro_web
843c3142-5305-4941-a778-09fff969fa6e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web'},67065c8a7673c82f42714f70,2024-10-09 13:35:54.042,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web
faa29605-459a-4e77-97c2-66ae8b8b2623,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},670707c0f480fd5383afb143,2024-10-10 01:46:24.374,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
faa29605-459a-4e77-97c2-66ae8b8b2623,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,284,{'url': 'https://www.urmc.rochester.edu/pay-bill/contact-us.aspx?utm_source=hyro_web'},67070ea514519701d6f2cf05,2024-10-10 02:15:49.060,URL_TAG_CLICK,https://www.urmc.rochester.edu/pay-bill/contact-us.aspx?utm_source=hyro_web
5a82b071-61eb-4251-9b61-6a639f8dd407,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web'},6706eeba14519701d6f160e8,2024-10-09 23:59:38.755,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web
a227e1dc-5803-47ea-999e-fd6757720306,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,{'url': 'https://www.urmc.rochester.edu/coronavirus.aspx?utm_source=hyro_web'},6706990a7673c82f4274a338,2024-10-09 17:54:02.361,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus.aspx?utm_source=hyro_web
bacd9d94-c494-433a-8703-b070afacea7f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,{'url': 'https://mychart.urmc.rochester.edu/MyChart/Authentication/Login?utm_source=hyro_web'},67067d737673c82f4272cb0f,2024-10-09 15:56:19.017,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/MyChart/Authentication/Login?utm_source=hyro_web
fc40e2e2-dc09-4195-a10a-907f5c381428,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},67070edf7673c82f427af4a2,2024-10-10 02:16:47.395,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
aa0553fb-8186-42ba-b197-91b404ec1b11,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web'},6706b99514519701d6ee6656,2024-10-09 20:12:53.536,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay.aspx?utm_source=hyro_web
b4d322d5-761d-4034-90c3-43cb1a065727,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,{'url': 'https://www.urmc.rochester.edu/strong-memorial/services-amenities/gifts-flowers.aspx?utm_source=hyro_web'},6707123814519701d6f2f241,2024-10-10 02:31:04.288,URL_TAG_CLICK,https://www.urmc.rochester.edu/strong-memorial/services-amenities/gifts-flowers.aspx?utm_source=hyro_web
d50c7375-4fde-466a-81f9-16166e01cfba,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,46,{'url': 'https://www.urmc.rochester.edu/imaging/locations.aspx?utm_source=hyro_web'},6706dc99f480fd5383ad77a6,2024-10-09 22:42:17.607,URL_TAG_CLICK,https://www.urmc.rochester.edu/imaging/locations.aspx?utm_source=hyro_web
f7ae7687-1df5-405a-a0e2-f3a56dab39e8,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,122,{'url': 'https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web'},6706a11a7673c82f42752367,2024-10-09 18:28:26.564,URL_TAG_CLICK,https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web
e3e540d0-567c-459f-835d-2e4303302364,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,65,{'url': 'https://mychart.urmc.rochester.edu/MyChart/Authentication/Login?utm_source=hyro_web'},6705d55014519701d6e4ed44,2024-10-09 03:58:56.335,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/MyChart/Authentication/Login?utm_source=hyro_web
e2b14d21-aa0b-4a84-b523-d50d56f47b10,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,17,{'url': 'https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web'},6706720414519701d6e9ef85,2024-10-09 15:07:32.564,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web
3541a0c5-f8f3-4a2c-b640-57478e0efe22,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,{'url': 'https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web'},67004701fd4c301deb1de691,2024-10-04 22:50:25.141,URL_TAG_CLICK,https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web
3541a0c5-f8f3-4a2c-b640-57478e0efe22,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,71,{'url': 'https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web'},67004751fd4c301deb1dea9a,2024-10-04 22:51:45.355,URL_TAG_CLICK,https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web
3541a0c5-f8f3-4a2c-b640-57478e0efe22,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,120,{'url': 'https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web'},6700482155f202ce26245c7d,2024-10-04 22:55:13.780,URL_TAG_CLICK,https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web
3541a0c5-f8f3-4a2c-b640-57478e0efe22,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,184,{'url': 'https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web'},67004c22fd4c301deb1e23db,2024-10-04 23:12:18.309,URL_TAG_CLICK,https://www.urmc.rochester.edu/get-care.aspx?utm_source=hyro_web
42e76e73-8b26-4032-8e6e-048c81b85887,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,35,{'url': 'https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web'},6700170455f202ce2621dbb4,2024-10-04 19:25:40.878,URL_TAG_CLICK,https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web
2896ceaa-2a28-4414-aa3a-ef59827c6ec6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,{'url': 'https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web'},6700170efd4c301deb1b70ee,2024-10-04 19:25:50.059,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web
2896ceaa-2a28-4414-aa3a-ef59827c6ec6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,25,{'url': 'https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web'},67001737fd4c301deb1b735c,2024-10-04 19:26:31.647,URL_TAG_CLICK,https://mychart.urmc.rochester.edu/mychart/?utm_source=hyro_web
97a1eafd-5728-42c5-8cee-5bca62a66f13,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,96,{'url': 'https://www.urmc.rochester.edu/ear-nose-throat?utm_source=hyro_web'},66fff08055f202ce261f5f2e,2024-10-04 16:41:20.233,URL_TAG_CLICK,https://www.urmc.rochester.edu/ear-nose-throat?utm_source=hyro_web
492a68a1-fa9e-422e-b255-4f0063de0e59,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,{'url': 'https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web'},67003879da6a1c148323bbce,2024-10-04 21:48:25.669,URL_TAG_CLICK,https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web
192aa336-3def-4400-a289-ed28582eb0d7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,{'url': 'https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web'},66fffc8ece37c37834a85dd6,2024-10-04 17:32:46.339,URL_TAG_CLICK,https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web
192aa336-3def-4400-a289-ed28582eb0d7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,{'url': 'https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web'},66fffca6da6a1c1483204be1,2024-10-04 17:33:10.671,URL_TAG_CLICK,https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web
c1147b6f-b843-4aeb-9ce0-4de234a8a96c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,{'url': 'https://www.urmc.rochester.edu/strong-memorial/services-amenities/social-work.aspx?utm_source=hyro_web'},66ffdad2ce37c37834a628bc,2024-10-04 15:08:50.462,URL_TAG_CLICK,https://www.urmc.rochester.edu/strong-memorial/services-amenities/social-work.aspx?utm_source=hyro_web
b9af039b-0ede-49cb-99f1-58770c456187,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,{'url': 'https://www.urmc.rochester.edu/urm-labs.aspx?utm_source=hyro_web'},66ff432ace37c37834a1741e,2024-10-04 04:21:46.507,URL_TAG_CLICK,https://www.urmc.rochester.edu/urm-labs.aspx?utm_source=hyro_web
e19f6509-0279-43dd-8cdf-27f6a215034f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web'},66fff5d9da6a1c14831fd7de,2024-10-04 17:04:09.490,URL_TAG_CLICK,https://www.urmc.rochester.edu/coronavirus/coronavirus-vaccination.aspx?utm_source=hyro_web
6e587716-cd7a-4705-a525-3817bef83850,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/urm-labs.aspx?utm_source=hyro_web'},66fd67e2ce37c3783489859f,2024-10-02 18:33:54.402,URL_TAG_CLICK,https://www.urmc.rochester.edu/urm-labs.aspx?utm_source=hyro_web
9ceb8c36-5567-4d5a-a523-f335d7743df8,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web'},66fdbe6456f35ba81da0bd73,2024-10-03 00:43:00.003,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web
56691d92-0701-45b1-9943-efc5b3a879ef,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,{'url': 'https://www.urmc.rochester.edu/physical-medicine-rehabilitation/physical-therapy/outpatient-therapy-services.aspx?utm_source=hyro_web'},66fd57a14a29b75ae497400f,2024-10-02 17:24:33.667,URL_TAG_CLICK,https://www.urmc.rochester.edu/physical-medicine-rehabilitation/physical-therapy/outpatient-therapy-services.aspx?utm_source=hyro_web
c47e2dc5-fb8b-41c9-8c8c-37531a589ea7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web'},67001c2dfd4c301deb1bb6ff,2024-10-04 19:47:41.021,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay/insurance-information/insurance-carriers.aspx?utm_source=hyro_web
e6fcb839-1695-4a49-a949-217cbd22c5f3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,{'url': 'https://www.urmc.rochester.edu/urm-labs.aspx?utm_source=hyro_web'},67006a8dce37c37834ae7a4f,2024-10-05 01:22:05.828,URL_TAG_CLICK,https://www.urmc.rochester.edu/urm-labs.aspx?utm_source=hyro_web
def35845-930a-4416-bde4-7f726d0ba036,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,23,{'url': 'https://www.urmc.rochester.edu/about-us/directions.aspx?utm_source=hyro_web'},6700577ada6a1c14832539ed,2024-10-05 00:00:42.744,URL_TAG_CLICK,https://www.urmc.rochester.edu/about-us/directions.aspx?utm_source=hyro_web
145ab767-4695-4759-9ebc-3a8cd9bf8045,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,{'url': 'https://www.urmc.rochester.edu/strong-memorial/services-amenities/social-work.aspx?utm_source=hyro_web'},670077a255f202ce2626ab28,2024-10-05 02:17:54.688,URL_TAG_CLICK,https://www.urmc.rochester.edu/strong-memorial/services-amenities/social-work.aspx?utm_source=hyro_web
5469bfd3-8d10-4552-99dc-7c577f729944,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,25,{'url': 'https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web'},66ffff4b55f202ce262053eb,2024-10-04 17:44:27.241,URL_TAG_CLICK,https://www.urmc.rochester.edu/health-information-management.aspx?utm_source=hyro_web
5469bfd3-8d10-4552-99dc-7c577f729944,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,62,{'url': 'https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web'},66ffffd5ce37c37834a89a6d,2024-10-04 17:46:45.388,URL_TAG_CLICK,https://www.urmc.rochester.edu/contact.aspx?utm_source=hyro_web
50b90f6c-3062-4232-863c-9ec6ecb74861,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,31,{'url': 'https://www.urmc.rochester.edu/careers.aspx?utm_source=hyro_web'},66fff558ce37c37834a7df21,2024-10-04 17:02:00.166,URL_TAG_CLICK,https://www.urmc.rochester.edu/careers.aspx?utm_source=hyro_web
d69b0bb7-1c71-44d4-bfe1-29cdaaca87c0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,{'url': 'https://www.urmc.rochester.edu/patients-families/bill-pay/financial-assistance.aspx?utm_source=hyro_web'},66fd3be6ce37c37834864c4a,2024-10-02 15:26:14.148,URL_TAG_CLICK,https://www.urmc.rochester.edu/patients-families/bill-pay/financial-assistance.aspx?utm_source=hyro_web
