CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,graphId,nluEngineVersion,requestLatency,titleOrNodeId,types
99948aca-1642-443f-861f-db6681cb9372,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 2929, 'titleOrNodeId': 'email', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'information page'}]}",670143d2ce37c37834b5d6b2,2024-10-05 16:49:06.626,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,2929,email,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'information page'}]"
148808d9-7009-4a1c-9fc9-716c8072fda9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 954, 'titleOrNodeId': 'provider', 'types': []}",6701a099ce37c37834baa134,2024-10-05 23:24:57.581,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,954,provider,[]
148808d9-7009-4a1c-9fc9-716c8072fda9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 601, 'titleOrNodeId': 'primary care', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]}",6701a0a5ce37c37834baa1c0,2024-10-05 23:25:09.271,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,601,primary care,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]"
174e9621-9294-41fa-9154-5d43b5397a2f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 974, 'titleOrNodeId': 'Pharmacy', 'types': []}",6701721fce37c37834b85930,2024-10-05 20:06:39.865,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,974,Pharmacy,[]
c1707c68-023f-47c4-af17-61af5acd6df5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 3189, 'titleOrNodeId': 'Appointment confirmation', 'types': []}",6701618d55f202ce262e069a,2024-10-05 18:55:57.332,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,3189,Appointment confirmation,[]
c1707c68-023f-47c4-af17-61af5acd6df5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 3189, 'titleOrNodeId': 'doctor', 'types': []}",6701618d55f202ce262e069b,2024-10-05 18:55:57.333,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,3189,doctor,[]
99885e3a-c5f3-4462-a38a-488938ca4747,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1303, 'titleOrNodeId': 'provider', 'types': []}",67008af1ce37c37834b07163,2024-10-05 03:40:17.599,KNOWLEDGE,450d7a66b72d7d2297bae22d431d9aa93c5e53cd,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,1303,provider,[]
99885e3a-c5f3-4462-a38a-488938ca4747,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 462, 'titleOrNodeId': 'primary care', 'types': [{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'specialty'}]}",67008b09ce37c37834b07287,2024-10-05 03:40:41.192,KNOWLEDGE,450d7a66b72d7d2297bae22d431d9aa93c5e53cd,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,462,primary care,"[{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'specialty'}]"
5a22a000-374f-441b-a862-7869012050e7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 997, 'titleOrNodeId': 'provider', 'types': []}",67011facce37c37834b4790b,2024-10-05 14:14:52.163,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,997,provider,[]
5a22a000-374f-441b-a862-7869012050e7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 734, 'titleOrNodeId': 'primary care', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]}",67011fb5ce37c37834b4793d,2024-10-05 14:15:01.080,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,734,primary care,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]"
265416ce-0be7-4f53-bdf9-9748504d24d9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 470, 'titleOrNodeId': 'Pay bill', 'types': []}",67019ad4ce37c37834ba5f28,2024-10-05 23:00:20.748,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,470,Pay bill,[]
5a33ab5b-2ef4-49c1-9636-c4107480d5d5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1068, 'titleOrNodeId': 'provider', 'types': []}",67008f7ece37c37834b0b0fb,2024-10-05 03:59:42.027,KNOWLEDGE,450d7a66b72d7d2297bae22d431d9aa93c5e53cd,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,1068,provider,[]
5a33ab5b-2ef4-49c1-9636-c4107480d5d5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 492, 'titleOrNodeId': 'primary care', 'types': [{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'specialty'}]}",67008f81ce37c37834b0b142,2024-10-05 03:59:45.481,KNOWLEDGE,450d7a66b72d7d2297bae22d431d9aa93c5e53cd,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,492,primary care,"[{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'specialty'}]"
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 459, 'titleOrNodeId': 'provider', 'types': []}",6701c476ce37c37834bc3fc8,2024-10-06 01:57:58.719,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,459,provider,[]
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,31,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 832, 'titleOrNodeId': 'accepting new patients', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider attribute'}]}",6701c486ce37c37834bc407d,2024-10-06 01:58:14.921,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,832,accepting new patients,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider attribute'}]"
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,45,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 1272, 'titleOrNodeId': 'procedure', 'types': []}",6701c496ce37c37834bc4105,2024-10-06 01:58:30.081,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,1272,procedure,[]
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,47,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 1272, 'titleOrNodeId': 'gastrointestinal', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'interest'}]}",6701c496ce37c37834bc4106,2024-10-06 01:58:30.083,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,1272,gastrointestinal,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'interest'}]"
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,57,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 383, 'titleOrNodeId': 'accepting new patients', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider attribute'}]}",6701c4a9ce37c37834bc41d4,2024-10-06 01:58:49.657,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,383,accepting new patients,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider attribute'}]"
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,75,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 1573, 'titleOrNodeId': 'accepting new patients', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider attribute'}]}",6701c4bbce37c37834bc4273,2024-10-06 01:59:07.038,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,1573,accepting new patients,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider attribute'}]"
ee351325-86a5-4d28-b48d-6b1d47e2939f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,87,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 627, 'titleOrNodeId': 'email', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'information page'}]}",6701c4cbce37c37834bc4329,2024-10-06 01:59:23.176,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,627,email,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'information page'}]"
62e79c6c-00d8-499b-8305-5565847399ba,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,25,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 1107, 'titleOrNodeId': 'provider', 'types': []}",67010406ce37c37834b3fddc,2024-10-05 12:16:54.922,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,1107,provider,[]
62e79c6c-00d8-499b-8305-5565847399ba,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 884, 'titleOrNodeId': 'primary care', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]}",6701041fce37c37834b3fe4d,2024-10-05 12:17:19.218,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,884,primary care,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]"
5d142996-f984-4e9a-9594-87463e3c0303,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,19,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 450, 'titleOrNodeId': 'provider', 'types': []}",6701319755f202ce262bd840,2024-10-05 15:31:19.390,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,450,provider,[]
5d142996-f984-4e9a-9594-87463e3c0303,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 761, 'titleOrNodeId': 'primary care', 'types': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]}",670131a755f202ce262bd8db,2024-10-05 15:31:35.893,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,761,primary care,"[{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'specialty'}]"
d1036949-165a-4b22-bdda-3516a4971cf2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 937, 'titleOrNodeId': 'Pay bill', 'types': []}",67019290ce37c37834b9fe27,2024-10-05 22:25:04.361,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,937,Pay bill,[]
9d88b943-aeae-46ff-b681-dd23aa4e852e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 984, 'titleOrNodeId': 'provider', 'types': []}",6701ab5a55f202ce26316b1f,2024-10-06 00:10:50.787,KNOWLEDGE,ed51c091992f15ee3437d570f957462f15e8d665,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,984,provider,[]
