CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,action,displayText
101a83b9-6b71-4f74-bc73-38f574892fff,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,"{'action': 'https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web', 'displayText': 'Visit page'}",670076c9ce37c37834af2d9c,2024-10-05 02:14:17.961,CTA_CLICK,https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web,Visit page
0f8ccfcf-c57d-4f1a-8255-06b6be614d83,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'action': '(585) 276-3000', 'displayText': 'Call'}",67002864da6a1c148322e86a,2024-10-04 20:39:48.716,CTA_CLICK,(585) 276-3000,Call
725cee27-68db-48a5-8033-da57760453e2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,44,"{'action': '(585) 276-3000', 'displayText': 'Call'}",67003633fd4c301deb1d1150,2024-10-04 21:38:43.363,CTA_CLICK,(585) 276-3000,Call
725cee27-68db-48a5-8033-da57760453e2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,61,"{'action': 'https://www.urmc.rochester.edu/people/21787089-cathleen-a-cleveland?utm_source=hyro_web', 'displayText': 'Visit page'}",67003678fd4c301deb1d14fc,2024-10-04 21:39:52.600,CTA_CLICK,https://www.urmc.rochester.edu/people/21787089-cathleen-a-cleveland?utm_source=hyro_web,Visit page
9e1f3ebb-6f88-4644-9a68-1acb79b5511d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'action': '(585) 341-7177', 'displayText': 'Call'}",66fd5aacce37c37834888873,2024-10-02 17:37:32.506,CTA_CLICK,(585) 341-7177,Call
3ee66306-ca7f-4d7d-8620-5742a5bc4974,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,68,"{'action': 'https://www.urmc.rochester.edu/people/31146388-hannah-s-navarro?utm_source=hyro_web', 'displayText': 'Visit page'}",66fd4a45ce37c3783487387c,2024-10-02 16:27:33.587,CTA_CLICK,https://www.urmc.rochester.edu/people/31146388-hannah-s-navarro?utm_source=hyro_web,Visit page
3ee66306-ca7f-4d7d-8620-5742a5bc4974,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,84,"{'action': 'https://www.urmc.rochester.edu/people/31237789-mariah-p-burkhard?utm_source=hyro_web', 'displayText': 'Visit page'}",66fd4a53ce37c37834873981,2024-10-02 16:27:47.358,CTA_CLICK,https://www.urmc.rochester.edu/people/31237789-mariah-p-burkhard?utm_source=hyro_web,Visit page
bc1f5f52-602d-43f7-bedf-c5b055b747e0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,55,"{'action': 'https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web', 'displayText': 'Visit page'}",6700094c55f202ce2621105f,2024-10-04 18:27:08.883,CTA_CLICK,https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web,Visit page
bc1f5f52-602d-43f7-bedf-c5b055b747e0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,58,"{'action': 'https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web', 'displayText': 'Visit page'}",6700095355f202ce262110c2,2024-10-04 18:27:15.957,CTA_CLICK,https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web,Visit page
bc1f5f52-602d-43f7-bedf-c5b055b747e0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,61,"{'action': 'https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web', 'displayText': 'Visit page'}",6700095555f202ce262110db,2024-10-04 18:27:17.655,CTA_CLICK,https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web,Visit page
bc1f5f52-602d-43f7-bedf-c5b055b747e0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,70,"{'action': 'https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web', 'displayText': 'Visit page'}",6700096955f202ce262111d0,2024-10-04 18:27:37.955,CTA_CLICK,https://www.urmc.rochester.edu/people/31722384-karen-m-baker?utm_source=hyro_web,Visit page
982a906c-15d2-4560-98d6-8ab3d75f35e2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,65,"{'action': '(585) 279-4800', 'displayText': 'Call'}",6707ce8a7673c82f4280bf1b,2024-10-10 15:54:34.931,CTA_CLICK,(585) 279-4800,Call
982a906c-15d2-4560-98d6-8ab3d75f35e2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,68,"{'action': '(585) 276-3000', 'displayText': 'Call'}",6707cf217673c82f4280c94c,2024-10-10 15:57:05.799,CTA_CLICK,(585) 276-3000,Call
982a906c-15d2-4560-98d6-8ab3d75f35e2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,71,"{'action': '(585) 279-4738', 'displayText': 'Call'}",6707d0d97673c82f4280e748,2024-10-10 16:04:25.662,CTA_CLICK,(585) 279-4738,Call
f30ca069-de63-4143-8869-ab6df70a3058,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,"{'action': '(585) 978-8350', 'displayText': 'Call'}",670c277214519701d62325dc,2024-10-13 23:02:58.906,CTA_CLICK,(585) 978-8350,Call
b4022ed1-6e2f-40c0-9cc9-b550b342b3dd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,65,"{'action': '(585) 654-5432', 'displayText': 'Call'}",6707a6df7673c82f427f4731,2024-10-10 13:05:19.266,CTA_CLICK,(585) 654-5432,Call
7f8ea563-5b79-4b7e-bd06-0a6537c82e69,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,65,"{'action': '(585) 276-3000', 'displayText': 'Call'}",670815a686501aa6ad2065e3,2024-10-10 20:57:58.056,CTA_CLICK,(585) 276-3000,Call
af695567-1ad0-42ae-b727-439a7fd9ce18,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,41,"{'action': '(585) 341-7316', 'displayText': 'Call'}",6708188f86501aa6ad208d6e,2024-10-10 21:10:23.661,CTA_CLICK,(585) 341-7316,Call
b7f0f6b7-dff8-41fb-9d64-c66de881191c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'action': '(585) 276-3000', 'displayText': 'Call'}",6708383d8529bdd2887e9057,2024-10-10 23:25:33.310,CTA_CLICK,(585) 276-3000,Call
71989c95-9f91-4e9d-a2f9-65f88bfc78e0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'action': '(585) 273-3398', 'displayText': 'Call'}",6708342d8529bdd2887e5c08,2024-10-10 23:08:13.518,CTA_CLICK,(585) 273-3398,Call
488414de-0e80-405f-a89b-4e72e0ce6325,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'action': '(585) 276-3000', 'displayText': 'Call'}",67031f3fce37c37834c84da3,2024-10-07 02:37:35.675,CTA_CLICK,(585) 276-3000,Call
1cf0d0ef-b214-44ff-98c3-6983334cf2d9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,80,"{'action': 'https://www.urmc.rochester.edu/people/28905387-megan-l-johncox?utm_source=hyro_web', 'displayText': 'Visit page'}",67032421ce37c37834c88ccb,2024-10-07 02:58:25.648,CTA_CLICK,https://www.urmc.rochester.edu/people/28905387-megan-l-johncox?utm_source=hyro_web,Visit page
1613d1a3-b41e-4579-9388-115d0f1cbc51,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'action': '(607) 385-3700', 'displayText': 'Call'}",6702a7ee55f202ce26381d89,2024-10-06 18:08:30.722,CTA_CLICK,(607) 385-3700,Call
672b4085-a1bf-4493-bcf4-d8410040dba2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,64,"{'action': '(585) 275-2838', 'displayText': 'Call'}",66fe93e755f202ce26100066,2024-10-03 15:53:59.927,CTA_CLICK,(585) 275-2838,Call
832dda31-2b9b-4155-834c-7387661faa44,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,46,"{'action': '(585) 275-7546', 'displayText': 'Call'}",66ff093f7886d98a5f411c15,2024-10-04 00:14:39.545,CTA_CLICK,(585) 275-7546,Call
e6526e1f-5f28-435c-b5b8-42edd65106a0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,24,"{'action': '(585) 275-2691', 'displayText': 'Call'}",66fe1c9055f202ce260d1353,2024-10-03 07:24:48.330,CTA_CLICK,(585) 275-2691,Call
1d926e19-6acd-4bd3-8582-5f26a9537ed3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,57,"{'action': '(585) 341-7616', 'displayText': 'Call'}",66fe148ace37c37834934843,2024-10-03 06:50:34.032,CTA_CLICK,(585) 341-7616,Call
2a7c0313-987b-4818-9f3f-5522544450a0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'action': '(585) 341-7616', 'displayText': 'Call'}",66feca9d7886d98a5f3da82b,2024-10-03 19:47:25.229,CTA_CLICK,(585) 341-7616,Call
08776840-4502-477f-a091-e98008500ffd,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'action': '(585) 275-2838', 'displayText': 'Call'}",67002ccdfd4c301deb1c961a,2024-10-04 20:58:37.008,CTA_CLICK,(585) 275-2838,Call
80ada250-ac52-4726-814a-1c4eb3ec239a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'action': 'https://www.urmc.rochester.edu/people/31146388-hannah-s-navarro?utm_source=hyro_web', 'displayText': 'Visit page'}",670d5d6a14519701d62fb17e,2024-10-14 21:05:30.275,CTA_CLICK,https://www.urmc.rochester.edu/people/31146388-hannah-s-navarro?utm_source=hyro_web,Visit page
80ada250-ac52-4726-814a-1c4eb3ec239a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,82,"{'action': '(585) 276-3000', 'displayText': 'Call'}",670d5dd614519701d62fb8a0,2024-10-14 21:07:18.589,CTA_CLICK,(585) 276-3000,Call
1ec5dbcc-cf6f-460a-b946-4f7d5a6b0501,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'action': '(585) 276-3000', 'displayText': 'Call'}",670d732e881e9aad8ce64c67,2024-10-14 22:38:22.483,CTA_CLICK,(585) 276-3000,Call
1ec5dbcc-cf6f-460a-b946-4f7d5a6b0501,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'action': '(585) 276-3000', 'displayText': 'Call'}",670d7340881e9aad8ce64da7,2024-10-14 22:38:40.486,CTA_CLICK,(585) 276-3000,Call
d9350681-aeb0-4d41-9b75-22c9b75a0d9c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,44,"{'action': 'https://www.urmc.rochester.edu/people/26758886-aaron-varghese?utm_source=hyro_web', 'displayText': 'Visit page'}",670d1f5114519701d62c178d,2024-10-14 16:40:33.546,CTA_CLICK,https://www.urmc.rochester.edu/people/26758886-aaron-varghese?utm_source=hyro_web,Visit page
d9350681-aeb0-4d41-9b75-22c9b75a0d9c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,114,"{'action': 'https://www.urmc.rochester.edu/people/26758886-aaron-varghese?utm_source=hyro_web', 'displayText': 'Visit page'}",670d22c08529bdd288ace85d,2024-10-14 16:55:12.745,CTA_CLICK,https://www.urmc.rochester.edu/people/26758886-aaron-varghese?utm_source=hyro_web,Visit page
e0f9b6f8-01a4-45ea-abed-5125b890dae8,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,50,"{'action': 'https://www.urmc.rochester.edu/people/32719017-neha-patel-sharma?utm_source=hyro_web', 'displayText': 'Visit page'}",6706b41114519701d6ee1544,2024-10-09 19:49:21.359,CTA_CLICK,https://www.urmc.rochester.edu/people/32719017-neha-patel-sharma?utm_source=hyro_web,Visit page
5ecea9db-4b00-4213-8582-01a8432c7be7,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,44,"{'action': 'https://www.urmc.rochester.edu/people/31146388-hannah-s-navarro?utm_source=hyro_web', 'displayText': 'Visit page'}",67068e5e7673c82f4273d703,2024-10-09 17:08:30.642,CTA_CLICK,https://www.urmc.rochester.edu/people/31146388-hannah-s-navarro?utm_source=hyro_web,Visit page
3a01a373-e81a-4c53-8a6e-9000ca93378d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'action': '(585) 598-8600', 'displayText': 'Call'}",6706ac9a14519701d6eda328,2024-10-09 19:17:30.418,CTA_CLICK,(585) 598-8600,Call
f42b79b5-0337-42c4-8ba1-87d469fa5cff,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,63,"{'action': '(585) 275-2838', 'displayText': 'Call'}",67082be28529bdd2887deedc,2024-10-10 22:32:50.084,CTA_CLICK,(585) 275-2838,Call
f42b79b5-0337-42c4-8ba1-87d469fa5cff,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,85,"{'action': '(585) 275-2838', 'displayText': 'Call'}",67082c40d7b6713c29c18d37,2024-10-10 22:34:24.569,CTA_CLICK,(585) 275-2838,Call
82699d4c-6fca-407f-bf08-d98ee1888236,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,41,"{'action': '(585) 279-7849', 'displayText': 'Call'}",66fbe493ce37c3783476626f,2024-10-01 15:01:23.251,CTA_CLICK,(585) 279-7849,Call
cb316e92-475d-43e9-90d6-62003d2d91c9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,32,"{'action': '(585) 275-7546', 'displayText': 'Call'}",66fbe7ad55f202ce26f41a12,2024-10-01 15:14:37.864,CTA_CLICK,(585) 275-7546,Call
63322011-5a35-4ee8-8734-1afed070574c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,92,"{'action': '(585) 275-2838', 'displayText': 'Call'}",66fc61b455f202ce26fb39a4,2024-10-01 23:55:16.627,CTA_CLICK,(585) 275-2838,Call
9a67852d-0312-4324-82b2-64d862c67c34,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,127,"{'action': 'https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web', 'displayText': 'Visit page'}",66fc8d9206ea172c89cfb96c,2024-10-02 03:02:26.584,CTA_CLICK,https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web,Visit page
e30b3457-3d53-465d-86d9-e0cda8520630,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,44,"{'action': '(585) 758-5700', 'displayText': 'Call'}",66fc2f98f5f972a5bee61c70,2024-10-01 20:21:28.401,CTA_CLICK,(585) 758-5700,Call
cdc66187-74d7-4d48-a530-edfaaa8663df,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,86,"{'action': '(585) 341-7314', 'displayText': 'Call'}",670ed0a3c6d56ea4416114e2,2024-10-15 23:29:23.791,CTA_CLICK,(585) 341-7314,Call
13b4d675-d579-4b78-b91f-79ac9827e04f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,78,"{'action': 'https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web', 'displayText': 'Visit page'}",670e4a3314519701d638824f,2024-10-15 13:55:47.262,CTA_CLICK,https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web,Visit page
9bf14426-7734-463f-9422-2cb601b127f8,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,87,"{'action': 'https://www.urmc.rochester.edu/people/21454431-carla-jungquist?utm_source=hyro_web', 'displayText': 'Visit page'}",670d98578529bdd288b3ac2c,2024-10-15 01:16:55.934,CTA_CLICK,https://www.urmc.rochester.edu/people/21454431-carla-jungquist?utm_source=hyro_web,Visit page
fd4897d1-dda0-4898-96e6-23ec6eb2c56c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,85,"{'action': '(585) 275-7546', 'displayText': 'Call'}",670d66c08529bdd288b0f2a1,2024-10-14 21:45:20.313,CTA_CLICK,(585) 275-7546,Call
e7106cad-5024-4e4b-956e-a83b54484a5a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33,"{'action': 'https://www.urmc.rochester.edu/people/21359194-heather-marie-bonenfant?utm_source=hyro_web', 'displayText': 'Visit page'}",670cfb4f8529bdd288aaa179,2024-10-14 14:06:55.188,CTA_CLICK,https://www.urmc.rochester.edu/people/21359194-heather-marie-bonenfant?utm_source=hyro_web,Visit page
757f7858-2a19-432c-ba24-544b85c0a23a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,22,"{'action': '(585) 275-5823', 'displayText': 'Call'}",670d1f9e8529bdd288acb317,2024-10-14 16:41:50.561,CTA_CLICK,(585) 275-5823,Call
b7fa2042-5908-4557-9897-a68a2a261e29,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34,"{'action': '(585) 275-2647', 'displayText': 'Call'}",670962f58529bdd2888abbf5,2024-10-11 20:40:05.224,CTA_CLICK,(585) 275-2647,Call
d013a108-3a57-4592-9fa9-0c4e725a7b9a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,86,"{'action': 'https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web', 'displayText': 'Visit page'}",66fcb63555f202ce26fec36d,2024-10-02 05:55:49.193,CTA_CLICK,https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web,Visit page
d013a108-3a57-4592-9fa9-0c4e725a7b9a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,118,"{'action': 'https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web', 'displayText': 'Visit page'}",66fcb6a055f202ce26fec7d0,2024-10-02 05:57:36.521,CTA_CLICK,https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web,Visit page
d013a108-3a57-4592-9fa9-0c4e725a7b9a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,134,"{'action': 'https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web', 'displayText': 'Visit page'}",66fcb715ce37c3783482b997,2024-10-02 05:59:33.815,CTA_CLICK,https://www.urmc.rochester.edu/people/31636636-sandy-wang?utm_source=hyro_web,Visit page
d81b2135-2b53-49ba-a500-f6af5624f0bb,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,52,"{'action': '(585) 275-5321', 'displayText': 'Call'}",66fd6ef155f202ce2604e6e1,2024-10-02 19:04:01.332,CTA_CLICK,(585) 275-5321,Call
85feeff8-bd47-45fc-8858-e47efef87ba0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,37,"{'action': '(585) 275-2838', 'displayText': 'Call'}",66fed98e55f202ce2614376c,2024-10-03 20:51:10.678,CTA_CLICK,(585) 275-2838,Call
85feeff8-bd47-45fc-8858-e47efef87ba0,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'action': '(585) 275-2838', 'displayText': 'Call'}",66fed99155f202ce26143797,2024-10-03 20:51:13.959,CTA_CLICK,(585) 275-2838,Call
b6068d5e-388e-4ef5-bef3-22af7f10c9e6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'action': '(585) 275-2691', 'displayText': 'Call'}",6709984526d0feb902d3805b,2024-10-12 00:27:33.681,CTA_CLICK,(585) 275-2691,Call
6864418b-72c1-4244-9176-9c48ea77789a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,55,"{'action': 'https://www.urmc.rochester.edu/people/23579347-lindsay-ann-marchetti?utm_source=hyro_web', 'displayText': 'Visit page'}",670952538529bdd28889cd7b,2024-10-11 19:29:07.193,CTA_CLICK,https://www.urmc.rochester.edu/people/23579347-lindsay-ann-marchetti?utm_source=hyro_web,Visit page
0e3e1eba-6d7f-42f4-965e-52d2d88b3671,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,31,"{'action': '(585) 275-5321', 'displayText': 'Call'}",6709368826d0feb902cdbd1d,2024-10-11 17:30:32.172,CTA_CLICK,(585) 275-5321,Call
971b8e7a-af11-4db5-9fdd-c4d8e9be5b05,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,70,"{'action': '(585) 279-4800', 'displayText': 'Call'}",670988c814519701d60cfab2,2024-10-11 23:21:28.702,CTA_CLICK,(585) 279-4800,Call
971b8e7a-af11-4db5-9fdd-c4d8e9be5b05,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,90,"{'action': '(585) 279-4800', 'displayText': 'Call'}",670989a614519701d60d07bf,2024-10-11 23:25:10.884,CTA_CLICK,(585) 279-4800,Call
