CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,constraints,nluEngineVersion,requestLatency,resultCount,type
5d142996-f984-4e9a-9594-87463e3c0303,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'constraints': [{'obj': {'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}], 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff', 'requestLatency': 761, 'resultCount': 409, 'type': 'provider'}",670131a755f202ce262bd8dc,2024-10-05 15:31:35.896,SEARCH_PERFORMED,"[{'obj': {'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'ed51c091992f15ee3437d570f957462f15e8d665', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}]",65d388268f9c81a5fb065f9cf8445d04396053ce urmc-dae7856d287399b0f2ee2498371c2aff,761,409,provider
9dea61ff-6ad7-4e72-8b37-99e9b7bbe2d2,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'constraints': [{'obj': {'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'nurse'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1955, 'resultCount': 620, 'type': 'nurse'}",6700a46a55f202ce2628f1e7,2024-10-05 05:28:58.186,SEARCH_PERFORMED,"[{'obj': {'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'nurse'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,1955,620,nurse
e3983175-2001-4274-8f7d-5786029e4c7c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,36,"{'constraints': [{'obj': [{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'neurology', 'nodeTypes': ['subspecialty', 'specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1201, 'resultCount': 171, 'type': 'provider'}",67008706ce37c37834b032af,2024-10-05 03:23:34.482,SEARCH_PERFORMED,"[{'obj': [{'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'neurology', 'nodeTypes': ['subspecialty', 'specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': '450d7a66b72d7d2297bae22d431d9aa93c5e53cd', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,1201,171,provider
ebb40686-988d-429b-8fda-020c2f9243c6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,45,"{'constraints': [{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'dermatology', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 394, 'resultCount': 40, 'type': 'provider'}",670b023c8529bdd2889acfde,2024-10-13 02:11:56.758,SEARCH_PERFORMED,"[{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'dermatology', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,394,40,provider
ebb40686-988d-429b-8fda-020c2f9243c6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,58,"{'constraints': [{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'dermatology', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'skin cancer treatment', 'nodeTypes': ['subspecialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1290, 'resultCount': 2, 'type': 'provider'}",670b02708529bdd2889ad1cf,2024-10-13 02:12:48.331,SEARCH_PERFORMED,"[{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'dermatology', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'skin cancer treatment', 'nodeTypes': ['subspecialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1290,2,provider
76b5cc30-fcbd-4a6a-acf8-91afcb0d15ba,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'constraints': [{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'minimally invasive spine surgery', 'nodeTypes': ['expertise']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1856, 'resultCount': 5, 'type': 'provider'}",670aaf0e8529bdd288974caa,2024-10-12 20:17:02.941,SEARCH_PERFORMED,"[{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'minimally invasive spine surgery', 'nodeTypes': ['expertise']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1856,5,provider
03668962-5978-4c99-9aa9-b459d786098e,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,60,"{'constraints': [{'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'neurology', 'nodeTypes': ['subspecialty', 'specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1333, 'resultCount': 168, 'type': 'provider'}",670af7e98529bdd2889a6c90,2024-10-13 01:27:53.004,SEARCH_PERFORMED,"[{'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'neurology', 'nodeTypes': ['subspecialty', 'specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1333,168,provider
da843cad-a132-413a-b8a1-a0051431d5ad,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,"{'constraints': [{'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'dentistry', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 701, 'resultCount': 30, 'type': 'provider'}",670a28008529bdd28892ebe0,2024-10-12 10:40:48.797,SEARCH_PERFORMED,"[{'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'dentistry', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,701,30,provider
e7a2695b-370a-44f2-b1d9-be3c7347dfd6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,45,"{'constraints': [{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2571, 'resultCount': 66, 'type': 'provider'}",670aca4d8529bdd288988d2c,2024-10-12 22:13:17.779,SEARCH_PERFORMED,"[{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2571,66,provider
e7a2695b-370a-44f2-b1d9-be3c7347dfd6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,53,"{'constraints': [{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': {'bounds': {'northeast': {'lat': 43.2897399, 'lng': -77.8345679}, 'southwest': {'lat': 43.132981, 'lng': -78.00803599999999}}, 'confidence': 0.95, 'latlng': {'lat': 43.2108851, 'lng': -77.9510209}, 'location': '14420'}, 'relation': 'HasValue', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1063, 'resultCount': 20, 'type': 'provider'}",670aca6a8529bdd288988e8b,2024-10-12 22:13:46.580,SEARCH_PERFORMED,"[{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}, {'obj': {'bounds': {'northeast': {'lat': 43.2897399, 'lng': -77.8345679}, 'southwest': {'lat': 43.132981, 'lng': -78.00803599999999}}, 'confidence': 0.95, 'latlng': {'lat': 43.2108851, 'lng': -77.9510209}, 'location': '14420'}, 'relation': 'HasValue', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1063,20,provider
d8c4a840-bbed-4f88-bb35-91cf62c82d29,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'constraints': [{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}], 'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 838, 'resultCount': 406, 'type': 'provider'}",670a992814519701d615e61b,2024-10-12 18:43:36.314,SEARCH_PERFORMED,"[{'obj': [{'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'family medicine', 'nodeTypes': ['specialty']}], 'relation': 'Has', 'subject': {'name': 'A'}}, {'obj': {'graphId': 'c3dea9a76139bf7b4800f3934e9bc908637030b9', 'nodeId': 'provider'}, 'relation': 'Is', 'subject': {'name': 'A'}}]",7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,838,406,provider
