CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,requestLatency,said
54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,45,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1891, 'said': 'Which type of doctor do you need?'}",670a97d314519701d615d36c,2024-10-12 18:37:55.621,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1891,Which type of doctor do you need?
54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1113, 'said': 'Which type of doctor do you need?'}",670a97e214519701d615d463,2024-10-12 18:38:10.175,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1113,Which type of doctor do you need?
54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,89,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 799, 'said': ""I didn't quite catch that, can you please say it in a different way?""}",670a982914519701d615d812,2024-10-12 18:39:21.521,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,799,"I didn't quite catch that, can you please say it in a different way?"
875a0a5c-7fb4-467a-98d2-6edf3b0d6c2b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 893, 'said': 'What kind of provider do you need?'}",670a83c68529bdd2889521dc,2024-10-12 17:12:22.752,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,893,What kind of provider do you need?
875a0a5c-7fb4-467a-98d2-6edf3b0d6c2b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 472, 'said': 'Which type of doctor do you need?'}",670a83cc8529bdd28895224d,2024-10-12 17:12:28.778,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,472,Which type of doctor do you need?
a81dd100-cab6-4ef9-9146-08e313c5c023,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1174, 'said': 'What kind of provider do you need?'}",6709bd0b14519701d60f7e99,2024-10-12 03:04:27.513,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1174,What kind of provider do you need?
3c3ece26-2e02-42e4-95d7-fab9239716a4,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,66,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1657, 'said': 'What kind of provider do you need?'}",670a53d08529bdd288938bb8,2024-10-12 13:47:44.681,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1657,What kind of provider do you need?
627a6f92-02d9-4be5-8348-f5f0201e86b1,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1001, 'said': 'What kind of provider do you need?'}",670ade288529bdd288996761,2024-10-12 23:38:00.209,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1001,What kind of provider do you need?
9353904a-dbf0-4a39-b963-9e60857c7d20,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 802, 'said': 'What kind of provider do you need?'}",670a94cc14519701d615a94d,2024-10-12 18:25:00.305,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,802,What kind of provider do you need?
793c94d3-e9a3-411e-a51b-38118140252d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 1670, 'said': 'Which type of doctor do you need?'}",670a61fb8529bdd28893e084,2024-10-12 14:48:11.487,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,1670,Which type of doctor do you need?
793c94d3-e9a3-411e-a51b-38118140252d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,37,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2956, 'said': 'Which type of doctor do you need?'}",670a62308529bdd28893e210,2024-10-12 14:49:04.682,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2956,Which type of doctor do you need?
793c94d3-e9a3-411e-a51b-38118140252d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,50,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe', 'requestLatency': 2301, 'said': 'Which type of doctor do you need?'}",670a62438529bdd28893e2d1,2024-10-12 14:49:23.688,SAID,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-7022bd2a03a123e9d74d07cfe3b3fffe,2301,Which type of doctor do you need?
