@utterance,ASSISTANT_ID,CONVERSATION_ID,EVENT_POSITION,arrivedWhileProcessingPreviousUtterance,arrivedWhileSpeaking,cloudRecordingId,data,eventData,eventId,provider,speechDuration,sttConfidence,timestamp,typeOfEvent,utterance,utteranceType
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,174e9621-9294-41fa-9154-5d43b5397a2f,14,,,,,"{'utterance': 'Get prescription refill.', 'utteranceType': 'text'}",6701721ece37c37834b85922,,,,2024-10-05 20:06:38.881,USER_UTTERANCE,Get prescription refill.,text
LS0tLS1CRUdJTiBQR1AgTUVTU0FHRS0tLS0tCgp3WDREbnJkcTgzQWJ0bU1TQWdNRVh4T21MNndibXFUYUJEOHRCbHBWaWpnay9TbUViT2MvVGRITTB3UkQKaldNTTFYVWlzOU1IVzdVQTZOSHZCTi9SSU94cXgxWGRjU3Y3UUt5QWt2andUVEFpREZ2WnlyWGU2SitmCkY0czYxdnQ4RGlsc2w5VjVUR0I4S2pZeTBreExjRmhIRFF6U3BnR0x6RFRoMmtKV1orUFNkUUVQZ2NLQQpLMUd2bUlUdmVpUVJwNEhHdFQxWHJDQlpaYXIwOEUraTZKYlJJUm4yL1dJYVgyTkx4N1JoamtVaTcyT2QKME9qK1lEQkd5YmhkU2dnS1c2L0p6UjU4QWR4bzdPR0d5U1VKWTdKTEhPV0J5d1FHbmh0TGxaS2tseGQ3CnE2U3RDb2Zab1hrUmhFVkdZem1XSjBJcXFaVlRqdz09Cj1DYmVaCi0tLS0tRU5EIFBHUCBNRVNTQUdFLS0tLS0K,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c1707c68-023f-47c4-af17-61af5acd6df5,11,,,,,"{'@utterance': 'LS0tLS1CRUdJTiBQR1AgTUVTU0FHRS0tLS0tCgp3WDREbnJkcTgzQWJ0bU1TQWdNRVh4T21MNndibXFUYUJEOHRCbHBWaWpnay9TbUViT2MvVGRITTB3UkQKaldNTTFYVWlzOU1IVzdVQTZOSHZCTi9SSU94cXgxWGRjU3Y3UUt5QWt2andUVEFpREZ2WnlyWGU2SitmCkY0czYxdnQ4RGlsc2w5VjVUR0I4S2pZeTBreExjRmhIRFF6U3BnR0x6RFRoMmtKV1orUFNkUUVQZ2NLQQpLMUd2bUlUdmVpUVJwNEhHdFQxWHJDQlpaYXIwOEUraTZKYlJJUm4yL1dJYVgyTkx4N1JoamtVaTcyT2QKME9qK1lEQkd5YmhkU2dnS1c2L0p6UjU4QWR4bzdPR0d5U1VKWTdKTEhPV0J5d1FHbmh0TGxaS2tseGQ3CnE2U3RDb2Zab1hrUmhFVkdZem1XSjBJcXFaVlRqdz09Cj1DYmVaCi0tLS0tRU5EIFBHUCBNRVNTQUdFLS0tLS0K', 'utterance': 'I have canceled my appointment for [DATE] with [PERSON_NAME][LAST_NAME].', 'utteranceType': 'text'}",6701618a55f202ce262e0679,,,,2024-10-05 18:55:54.134,USER_UTTERANCE,I have canceled my appointment for [DATE] with [PERSON_NAME][LAST_NAME].,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,99885e3a-c5f3-4462-a38a-488938ca4747,15,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",67008af0ce37c37834b07159,,,,2024-10-05 03:40:16.275,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,99885e3a-c5f3-4462-a38a-488938ca4747,24,,,,,"{'utterance': 'Primary care', 'utteranceType': 'suggestion'}",67008b08ce37c37834b0727d,,,,2024-10-05 03:40:40.713,USER_UTTERANCE,Primary care,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5a22a000-374f-441b-a862-7869012050e7,30,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",67011fabce37c37834b47903,,,,2024-10-05 14:14:51.140,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5a22a000-374f-441b-a862-7869012050e7,38,,,,,"{'utterance': 'Primary care', 'utteranceType': 'suggestion'}",67011fb4ce37c37834b47938,,,,2024-10-05 14:15:00.310,USER_UTTERANCE,Primary care,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,265416ce-0be7-4f53-bdf9-9748504d24d9,11,,,,,"{'utterance': 'Pay bill', 'utteranceType': 'suggestion'}",67019ad4ce37c37834ba5f1a,,,,2024-10-05 23:00:20.260,USER_UTTERANCE,Pay bill,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5a33ab5b-2ef4-49c1-9636-c4107480d5d5,11,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",67008f7dce37c37834b0b0e7,,,,2024-10-05 03:59:40.939,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5a33ab5b-2ef4-49c1-9636-c4107480d5d5,20,,,,,"{'utterance': 'Primary care', 'utteranceType': 'suggestion'}",67008f81ce37c37834b0b13a,,,,2024-10-05 03:59:44.958,USER_UTTERANCE,Primary care,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,14,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",6701c476ce37c37834bc3fc2,,,,2024-10-06 01:57:58.245,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,23,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",6701c47ece37c37834bc4016,,,,2024-10-06 01:58:06.842,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,28,,,,,"{'utterance': 'In patient ', 'utteranceType': 'text'}",6701c486ce37c37834bc4070,,,,2024-10-06 01:58:14.081,USER_UTTERANCE,In patient ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,36,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",6701c48ace37c37834bc409f,,,,2024-10-06 01:58:18.747,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,41,,,,,"{'utterance': 'Gastrointestinal procedures ', 'utteranceType': 'text'}",6701c494ce37c37834bc40f4,,,,2024-10-06 01:58:28.799,USER_UTTERANCE,Gastrointestinal procedures ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,54,,,,,"{'utterance': 'In patient ', 'utteranceType': 'text'}",6701c4a9ce37c37834bc41cc,,,,2024-10-06 01:58:49.263,USER_UTTERANCE,In patient ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,65,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",6701c4b1ce37c37834bc420e,,,,2024-10-06 01:58:57.497,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,70,,,,,"{'utterance': 'Patient transfer', 'utteranceType': 'text'}",6701c4b9ce37c37834bc4259,,,,2024-10-06 01:59:05.453,USER_UTTERANCE,Patient transfer,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,80,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",6701c4bece37c37834bc429a,,,,2024-10-06 01:59:10.313,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ee351325-86a5-4d28-b48d-6b1d47e2939f,84,,,,,"{'utterance': 'Representive', 'utteranceType': 'text'}",6701c4cace37c37834bc4325,,,,2024-10-06 01:59:22.539,USER_UTTERANCE,Representive,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,62e79c6c-00d8-499b-8305-5565847399ba,21,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",67010405ce37c37834b3fdd7,,,,2024-10-05 12:16:53.797,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,62e79c6c-00d8-499b-8305-5565847399ba,30,,,,,"{'utterance': 'Family medicine', 'utteranceType': 'suggestion'}",6701041ece37c37834b3fe46,,,,2024-10-05 12:17:18.307,USER_UTTERANCE,Family medicine,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,62e79c6c-00d8-499b-8305-5565847399ba,42,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",67010457ce37c37834b3ff04,,,,2024-10-05 12:18:15.533,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5d142996-f984-4e9a-9594-87463e3c0303,15,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",6701319755f202ce262bd83a,,,,2024-10-05 15:31:18.915,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,5d142996-f984-4e9a-9594-87463e3c0303,24,,,,,"{'utterance': 'Primary care', 'utteranceType': 'suggestion'}",670131a755f202ce262bd8cd,,,,2024-10-05 15:31:35.116,USER_UTTERANCE,Primary care,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d1036949-165a-4b22-bdda-3516a4971cf2,12,,,,,"{'utterance': 'Pay bill', 'utteranceType': 'suggestion'}",6701928fce37c37834b9fe19,,,,2024-10-05 22:25:03.408,USER_UTTERANCE,Pay bill,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9d88b943-aeae-46ff-b681-dd23aa4e852e,27,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",6701ab5955f202ce26316b1c,,,,2024-10-06 00:10:49.783,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9dea61ff-6ad7-4e72-8b37-99e9b7bbe2d2,14,,,,,"{'utterance': 'can nurses given TDap vaccinations', 'utteranceType': 'text'}",6700a46855f202ce2628f1e0,,,,2024-10-05 05:28:56.218,USER_UTTERANCE,can nurses given TDap vaccinations,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,2c5e64f4-fa2b-4dc1-927d-52254fbdb6fb,48,,,,,"{'utterance': 'Virtual', 'utteranceType': 'text'}",6700e80755f202ce262a89b3,,,,2024-10-05 10:17:27.021,USER_UTTERANCE,Virtual,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,adf68bda-0fe8-4ffe-b62f-0c6978251f7a,50,,,,,"{'utterance': 'visiting - parking for intensive care ', 'utteranceType': 'text'}",670135f6ce37c37834b53715,,,,2024-10-05 15:49:57.967,USER_UTTERANCE,visiting - parking for intensive care ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,095d5a5b-ce1c-4eb7-88f6-6d4ad783737d,22,,,,,"{'utterance': 'I had a fall this morning ', 'utteranceType': 'text'}",67016aafce37c37834b7f490,,,,2024-10-05 19:34:55.057,USER_UTTERANCE,I had a fall this morning ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,095d5a5b-ce1c-4eb7-88f6-6d4ad783737d,30,,,,,"{'utterance': 'I fell so I need to visit emergency ', 'utteranceType': 'text'}",67016ac0ce37c37834b7f52d,,,,2024-10-05 19:35:12.667,USER_UTTERANCE,I fell so I need to visit emergency ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e3983175-2001-4274-8f7d-5786029e4c7c,15,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",67008693ce37c37834b02c56,,,,2024-10-05 03:21:39.487,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e3983175-2001-4274-8f7d-5786029e4c7c,23,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",670086a4ce37c37834b02d63,,,,2024-10-05 03:21:56.371,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e3983175-2001-4274-8f7d-5786029e4c7c,28,,,,,"{'utterance': 'Neurology appointment', 'utteranceType': 'text'}",67008705ce37c37834b0329d,,,,2024-10-05 03:23:33.266,USER_UTTERANCE,Neurology appointment,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,66c8c8c1-f6e8-4c09-aef4-93c63c51fe1b,14,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",6701458755f202ce262ca339,,,,2024-10-05 16:56:23.645,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e326b4d6-8812-4b93-89f0-28b08aad4bc4,11,,,,,"{'utterance': 'Lab open Sat AM', 'utteranceType': 'text'}",6700db97ce37c37834b35edd,,,,2024-10-05 09:24:23.427,USER_UTTERANCE,Lab open Sat AM,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,33de2658-a253-456b-98d6-371f415a5bf7,20,,,,,"{'utterance': 'Who can I contact to leave a complaint', 'utteranceType': 'text'}",670a3bf78529bdd288932e51,,,,2024-10-12 12:05:59.469,USER_UTTERANCE,Who can I contact to leave a complaint,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,0818627e-5842-47c8-9453-7b56c7092bff,11,,,,,"{'utterance': 'Find my prescription ', 'utteranceType': 'text'}",670a4fc614519701d6134163,,,,2024-10-12 13:30:30.512,USER_UTTERANCE,Find my prescription ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9b445e9c-1a51-4ba4-8df2-b6c937d1cbc4,11,,,,,"{'utterance': 'Do you provide urolift procedures?', 'utteranceType': 'text'}",6709d4638529bdd28890cb67,,,,2024-10-12 04:44:03.771,USER_UTTERANCE,Do you provide urolift procedures?,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,9b445e9c-1a51-4ba4-8df2-b6c937d1cbc4,19,,,,,"{'utterance': 'Urolift procedures ', 'utteranceType': 'text'}",6709d4798529bdd28890cc35,,,,2024-10-12 04:44:25.406,USER_UTTERANCE,Urolift procedures ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ebb40686-988d-429b-8fda-020c2f9243c6,29,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",670b02308529bdd2889acf51,,,,2024-10-13 02:11:44.197,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ebb40686-988d-429b-8fda-020c2f9243c6,39,,,,,"{'utterance': 'Dermatology', 'utteranceType': 'suggestion'}",670b023c8529bdd2889acfd6,,,,2024-10-13 02:11:56.342,USER_UTTERANCE,Dermatology,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,ebb40686-988d-429b-8fda-020c2f9243c6,51,,,,,"{'utterance': 'skin cancer treatment', 'utteranceType': 'suggestion'}",670b026f8529bdd2889ad1c4,,,,2024-10-13 02:12:47.026,USER_UTTERANCE,skin cancer treatment,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,76b5cc30-fcbd-4a6a-acf8-91afcb0d15ba,11,,,,,"{'utterance': 'Cervical spine specialist ', 'utteranceType': 'text'}",670aaf018529bdd288974bec,,,,2024-10-12 20:16:48.934,USER_UTTERANCE,Cervical spine specialist ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,76b5cc30-fcbd-4a6a-acf8-91afcb0d15ba,21,,,,,"{'utterance': 'Minimally invasive spine surgery', 'utteranceType': 'suggestion'}",670aaf0d8529bdd288974c87,,,,2024-10-12 20:17:01.073,USER_UTTERANCE,Minimally invasive spine surgery,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b4fe5d55-f8f2-4a72-ac4b-cf7980135f9e,11,,,,,"{'utterance': 'I’m looking for directions on how to get to the URMC Echocardiography Laboratory', 'utteranceType': 'text'}",670aa82414519701d616a9ad,,,,2024-10-12 19:47:32.788,USER_UTTERANCE,I’m looking for directions on how to get to the URMC Echocardiography Laboratory,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,03668962-5978-4c99-9aa9-b459d786098e,47,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",670af7d414519701d61a0446,,,,2024-10-13 01:27:32.340,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,03668962-5978-4c99-9aa9-b459d786098e,55,,,,,"{'utterance': 'Neurology', 'utteranceType': 'text'}",670af7e714519701d61a050a,,,,2024-10-13 01:27:51.660,USER_UTTERANCE,Neurology,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,1ccadefd-530b-41b4-9427-b792f405348f,60,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",670ae83d8529bdd28899d207,,,,2024-10-13 00:21:01.228,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,1ccadefd-530b-41b4-9427-b792f405348f,68,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",670ae85e8529bdd28899d34b,,,,2024-10-13 00:21:34.373,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3ac6e972-ac94-4f8c-8062-e91ad86fa2b8,11,,,,,"{'utterance': 'Pay bill', 'utteranceType': 'suggestion'}",670aab408529bdd288971fa3,,,,2024-10-12 20:00:47.949,USER_UTTERANCE,Pay bill,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,637e69ca-97d3-42e4-a64a-7b648122c0fb,21,False,False,,,"{'arrivedWhileProcessingPreviousUtterance': False, 'arrivedWhileSpeaking': False, 'cloudRecordingId': None, 'provider': False, 'speechDuration': 3.9500002999999992, 'sttConfidence': 0.997558595, 'utterance': 'Speak to somebody about testing positive to COVID.', 'utteranceType': 'voice'}",670aaccd8529bdd288973299,False,3.9500002999999992,0.997558595,2024-10-12 20:07:25.055,USER_UTTERANCE,Speak to somebody about testing positive to COVID.,voice
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,637e69ca-97d3-42e4-a64a-7b648122c0fb,29,,,,,"{'utterance': 'Start over', 'utteranceType': 'suggestion'}",670aace18529bdd288973393,,,,2024-10-12 20:07:44.928,USER_UTTERANCE,Start over,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,637e69ca-97d3-42e4-a64a-7b648122c0fb,43,False,False,,,"{'arrivedWhileProcessingPreviousUtterance': False, 'arrivedWhileSpeaking': False, 'cloudRecordingId': None, 'provider': False, 'speechDuration': 3.04, 'sttConfidence': 0.870788575, 'utterance': 'Video with a doctor.', 'utteranceType': 'voice'}",670aaced8529bdd288973423,False,3.04,0.870788575,2024-10-12 20:07:57.745,USER_UTTERANCE,Video with a doctor.,voice
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,da843cad-a132-413a-b8a1-a0051431d5ad,15,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",670a27fc8529bdd28892ebb4,,,,2024-10-12 10:40:43.943,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,da843cad-a132-413a-b8a1-a0051431d5ad,24,,,,,"{'utterance': 'Dentistry', 'utteranceType': 'suggestion'}",670a28008529bdd28892ebdb,,,,2024-10-12 10:40:48.070,USER_UTTERANCE,Dentistry,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e7a2695b-370a-44f2-b1d9-be3c7347dfd6,35,,,,,"{'utterance': ""I'm looking for a primary Care doctor accepting new patients "", 'utteranceType': 'text'}",670aca4b8529bdd288988cfe,,,,2024-10-12 22:13:15.191,USER_UTTERANCE,I'm looking for a primary Care doctor accepting new patients ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,e7a2695b-370a-44f2-b1d9-be3c7347dfd6,50,,,,,"{'utterance': '14420', 'utteranceType': 'text'}",670aca698529bdd288988e7d,,,,2024-10-12 22:13:45.506,USER_UTTERANCE,14420,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d8c4a840-bbed-4f88-bb35-91cf62c82d29,12,,,,,"{'utterance': 'Find a provider', 'utteranceType': 'suggestion'}",670a992014519701d615e5c6,,,,2024-10-12 18:43:28.686,USER_UTTERANCE,Find a provider,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d8c4a840-bbed-4f88-bb35-91cf62c82d29,21,,,,,"{'utterance': 'Primary care', 'utteranceType': 'suggestion'}",670a992714519701d615e60f,,,,2024-10-12 18:43:35.457,USER_UTTERANCE,Primary care,suggestion
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d8c4a840-bbed-4f88-bb35-91cf62c82d29,32,,,,,"{'utterance': '14619', 'utteranceType': 'text'}",670a995614519701d615e8df,,,,2024-10-12 18:44:22.716,USER_UTTERANCE,14619,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,17,,,,,"{'utterance': 'Employee support ', 'utteranceType': 'text'}",670a97bb14519701d615d242,,,,2024-10-12 18:37:31.073,USER_UTTERANCE,Employee support ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,25,,,,,"{'utterance': 'Like therapy for employees ', 'utteranceType': 'text'}",670a97c514519701d615d2b6,,,,2024-10-12 18:37:41.084,USER_UTTERANCE,Like therapy for employees ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,37,,,,,"{'utterance': 'Lol the free ones from work', 'utteranceType': 'text'}",670a97d114519701d615d354,,,,2024-10-12 18:37:53.713,USER_UTTERANCE,Lol the free ones from work,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,49,,,,,"{'utterance': 'Not helping ', 'utteranceType': 'text'}",670a97e114519701d615d450,,,,2024-10-12 18:38:09.046,USER_UTTERANCE,Not helping ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,58,,,,,"{'utterance': 'Counseling for employees ', 'utteranceType': 'text'}",670a97f514519701d615d57c,,,,2024-10-12 18:38:29.294,USER_UTTERANCE,Counseling for employees ,text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,66,,,,,"{'utterance': 'No, a program that provides several free sessions with licensed therapists I think it’s called ESA or something ', 'utteranceType': 'text'}",670a981c14519701d615d772,,,,2024-10-12 18:39:08.157,USER_UTTERANCE,"No, a program that provides several free sessions with licensed therapists I think it’s called ESA or something ",text
,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,54ce5e78-5339-4fe6-b8cc-5f67f7c863c9,84,,,,,"{'utterance': 'Lol', 'utteranceType': 'text'}",670a982814519701d615d809,,,,2024-10-12 18:39:20.708,USER_UTTERANCE,Lol,text
